,역명,지하철역
3535,삼익아파트입구,광흥창(서강)
3536,용약국,신촌
3537,월드컵파크3단지,월드컵경기장(성산)
3538,한이맨션,합정
3539,코오롱아파트104동앞,홍대입구
3540,돼지슈퍼,충정로(경기대입구)
3541,하나님의교회,효창공원앞
3542,신부파스카아파트,마포구청
3543,창전삼성아파트104동,광흥창(서강)
3544,유관순무용원,홍대입구
3545,신수경남아파트,광흥창(서강)
3546,서일빌딩,합정
3547,청원빌딩,홍대입구
3548,코오롱아파트사거리,홍대입구
3549,신일약국,충정로(경기대입구)
3550,아현실버복지관,충정로(경기대입구)
3551,S마트,마포
3552,창전삼성아파트입구,광흥창(서강)
3553,와우공원입구,홍대입구
3554,마포소방서,광흥창(서강)
3555,마포농수산물시장.월드컵경기장,월드컵경기장(성산)
3556,당인리발전소,상수
3557,경성고교입구,홍대입구
3558,대룡빌딩,홍대입구
3559,열린마트,공덕
3560,한강공원입구,망원
3561,금호태영아파트,신촌
3562,경의선책거리.산울림소극장,홍대입구
3563,신수동성당.신수동주민센터,광흥창(서강)
3564,서강수협.신수중학교,광흥창(서강)
3565,하나은행망원동지점,망원
3566,마포구청.마포구청역,마포구청
3567,당인리발전소후문,상수
3568,마포FM,홍대입구
3569,연남동주민센터,홍대입구
3570,도화현대1차아파트111동앞,공덕
3571,서울여자중고등학교,대흥(서강대앞)
3572,망원시장,망원
3573,상수동,상수
3574,경성중고.홍익디자인고,홍대입구
3575,에덴지우아파트,홍대입구
3576,도화현대1차아파트,효창공원앞
3577,신수현대아파트.래미안웰스트림,광흥창(서강)
3578,염리삼성아파트,대흥(서강대앞)
3579,망원우체국,망원
3580,에덴맨션,홍대입구
3581,서부수도사업소,애오개
3582,화평교회,망원
3583,신촌한의원,신촌
3584,굴다리시장,대흥(서강대앞)
3585,신석초등학교,대흥(서강대앞)
3586,일성여자중고등학교,공덕
3587,망원전철역,망원
3588,상수두산아파트,상수
3589,경성중고후문,홍대입구
3590,하모니마트사거리,홍대입구
3591,만물사부동산,애오개
3592,월드컵파크4단지,디지털미디어시티
3593,상암중학교,디지털미디어시티
3594,서울산업진흥원.국악방송,디지털미디어시티
3595,우리기술사옥.한국지역정보개발원,디지털미디어시티
3596,DMC빌,디지털미디어시티
3597,우리금융상암센터.DMC빌,디지털미디어시티
3598,도화현대1차아파트단지내,효창공원앞
3599,스탠포드호텔,디지털미디어시티
3600,상지초등학교,디지털미디어시티
3601,전자회관,디지털미디어시티
3602,월드컵파크6단지,디지털미디어시티
3603,YTN뉴스퀘어.CJE&M,디지털미디어시티
3604,마포한강아이파크아파트,망원
3605,대흥태영아파트,대흥(서강대앞)
3606,마포현대아파트,공덕
3607,경의선숲길공원입구,홍대입구
3608,대명아파트,홍대입구
3609,환일고등학교,애오개
3610,용산성당.현대홈타운,마포
3611,하모니마트,망원
3612,성모병원사거리,마포구청
3613,대흥세양아파트,대흥(서강대앞)
3614,아현1동경로당,애오개
3615,마포전철역,마포
3616,공덕삼성3차아파트후문,공덕
3617,고니빌딩,망원
3618,서강쌍용아파트.광흥창역,광흥창(서강)
3619,사천고가앞,홍대입구
3620,원효초등학교,마포
3621,와우산로오거리,홍대입구
3622,산울림포스트극장,신촌
3623,국민건강보험공단.마포자이아파트,공덕
3624,성지빌딩,마포
3625,엘지빌딩,공덕
3626,서교동주민센터,합정
3627,이랜드,광흥창(서강)
3628,한강타운.우성아파트16동앞,마포
3629,공덕전철역,공덕
3630,남경장,합정
3631,염리초등학교,공덕
3632,우리은행서교동지점,합정
3633,마포노인복지관,광흥창(서강)
3634,공덕동주민센터,애오개
3635,창전어린이공원,광흥창(서강)
3636,중부여성발전센터,마포
3637,국민건강보험공단,공덕
3638,월드컵경기장입구,마포구청
3639,상암동입구,디지털미디어시티
3640,상암월드컵파크5단지,디지털미디어시티
3641,삼우빌딩,애오개
3642,희성교회,망원
3643,한국컴퓨터,대흥(서강대앞)
3644,신촌연세병원.기업은행,신촌
3645,공덕동성당,애오개
3646,동도중학교.서울디지인고등학교,대흥(서강대앞)
3647,서부지원,애오개
3648,세븐일레븐,효창공원앞
3649,교보생명,신촌
3650,서교푸르지오아파트,홍대입구
3651,대흥역사거리,대흥(서강대앞)
3652,홍대정문,홍대입구
3653,신수세양아파트,광흥창(서강)
3654,서교동교회,합정
3655,애오개역,애오개
3656,로데오거리,상수
3657,숭문중고등학교후문,대흥(서강대앞)
3658,화신경로당,이대
3659,라사라패션직업전문학교,홍대입구
3660,경성중고사거리,망원
3661,우성아파트입구,마포
3662,공항철도.홍대입구역,홍대입구
3663,신한은행서교동금융센터점,홍대입구
3664,망원1동파출소,망원
3665,대우미래사랑아파트,홍대입구
3666,효성약국,홍대입구
3667,성산시영아파트,월드컵경기장(성산)
3668,한국해양전략연구소,망원
3669,창전삼성아파트,광흥창(서강)
3670,임오빌딩,홍대입구
3671,새화빌딩,망원
3672,KBS미디어센터,디지털미디어시티
3673,월드컵파크2단지,월드컵경기장(성산)
3674,망원동월드컵시장,망원
3675,합정동,상수
3676,성우맨션,합정
3677,망원교회,망원
3678,한국영화아카데미,홍대입구
3679,창전삼성아파트110동,광흥창(서강)
3680,신촌농협.하나로마트,신촌
3681,기업은행.신촌연세병원,신촌
3682,아현고개,이대
3683,복지마트,마포구청
3684,홍익병원목동관,목동
3685,금호어울림.대원칸타빌아파트,목동
3686,목동3단지,목동
3687,영도초등학교,목동
3688,신목중학교.목동2단지후문,목동
3689,목동2단지,오목교(목동운동장앞)
3690,목동4단지.목동종합운동장,오목교(목동운동장앞)
3691,목동3.4단지사잇길,목동
3692,목동사거리,목동
3693,영도중.강서고입구.기아양서대리점,목동
3694,목동시장.대일고교.배광교회,목동
3695,신목중학교,목동
3696,신목동역2번출구,당산
3697,신목동역1번출구,당산
3698,경서농협,신정네거리
3699,목동성원아파트,목동
3700,목3동주민센터.현대아이파크.실로암안과,마곡
3701,목3동시장.강서도서관,마곡
3702,월촌초등학교,오목교(목동운동장앞)
3703,목원초등학교.서울지방식품의약품안전청,양평
3704,용왕산,오목교(목동운동장앞)
3705,신목동역,당산
3706,목동한신청구아파트,양평
3707,목동1.2단지사잇길,오목교(목동운동장앞)
3708,월촌중학교,양평
3709,목동YMCA.서울에너지공사,양평
3710,목동5단지C상가.목동운동장북문,오목교(목동운동장앞)
3711,파리공원,오목교(목동운동장앞)
3712,목동5단지B상가.목5동주민센터,양평
3713,목동이대병원.목동6단지앞,양평
3714,목동아파트601동앞.이대병원,양평
3715,목동아파트5.6단지사잇길.경인초교,양평
3716,오목교역,오목교(목동운동장앞)
3717,양정고등학교,양평
3718,목1동주민센터,오목교(목동운동장앞)
3719,목동역.홍익병원,목동
3720,CBS방송국,오목교(목동운동장앞)
3721,목운초등학교.목운중학교,오목교(목동운동장앞)
3722,목동7단지,목동
3723,목동운동장남문.야구장.아이스링크,오목교(목동운동장앞)
3724,목동7단지.종로학원,목동
3725,목동대학학원,오목교(목동운동장앞)
3726,오목교역.동신한방병원,오목교(목동운동장앞)
3727,갈산초등학교정문,양천구청
3728,오목교역.청학스포츠타운,오목교(목동운동장앞)
3729,신정2동주민센터,오목교(목동운동장앞)
3730,신목초등학교입구,양천구청
3731,목동14단지상가,양천구청
3732,현대아파트정문,오목교(목동운동장앞)
3733,삼성아파트후문,도림천
3734,현대아파트후문,오목교(목동운동장앞)
3735,목동14단지C상가앞,양천구청
3736,목일중학교,양천구청
3737,목동13단지,양천구청
3738,목동14단지,양천구청
3739,신트리공원,신정네거리
3740,목동12.13단지사잇길,양천구청
3741,목동14단지관리사무소앞,양천구청
3742,목동11단지,양천구청
3743,양천구청역,양천구청
3744,양천공원,양천구청
3745,양천구청,양천구청
3746,양천구민체육센터.양천일자리센터,양천구청
3747,목동12단지,양천구청
3748,갈산초등학교후문,양천구청
3749,은정초등학교,양천구청
3750,목동우성아파트,양천구청
3751,목동우성아파트입구,양천구청
3752,양천아파트,양천구청
3753,봉영여중.목동고,양천구청
3754,양천노인종합복지관,양천구청
3755,신정사거리,신정(은행정)
3756,신정네거리역,신정(은행정)
3757,동방아파트,신정네거리
3758,동방아파트.신월종합사회복지관,신정네거리
3759,신곡시장.금빛새마을금고,신정네거리
3760,신한은행신월동지점,신정네거리
3761,양강중학교,신정(은행정)
3762,신월2동주민센터입구,신정(은행정)
3763,강서초등학교,신정네거리
3764,한빛종합사회복지관,신정네거리
3765,신월동남부주유소,신정네거리
3766,신월2동우체국,신정(은행정)
3767,신트리사거리,신정네거리
3768,신트리아파트,신정네거리
3769,정랑고개.양천벤처타운,신정네거리
3770,신정학마을아파트,신정네거리
3771,양천고등학교,신정네거리
3772,계남초등학교,양천구청
3773,목동아파트11단지(1117동),양천구청
3774,신정1동주민센터.신오새마을금고,신정네거리
3775,양명초교.신서중,신정네거리
3776,신트리공원.목동아파트11단지,신정네거리
3777,목동10단지상가,신정네거리
3778,양천문화회관.양천일자리센터,양천구청
3779,목동10단지농협,신정네거리
3780,신서초등학교,목동
3781,신정1동우체국,목동
3782,우리은행신정동지점,신정(은행정)
3783,목동프라자,신정네거리
3784,목동10단지,신정네거리
3785,길훈로즈빌아파트,오목교(목동운동장앞)
3786,하이스트학원.종로학원,목동
3787,목동역,목동
3788,목동8단지지하도,목동
3789,양천구청.양천보건소,양천구청
3790,목동8단지,목동
3791,진명여고,목동
3792,서울남부지방법원.서울남부지방검찰청,목동
3793,현대아이파크아파트,오목교(목동운동장앞)
3794,목동중학교.서울출입국관리사무소,오목교(목동운동장앞)
3795,제일은행앞,양천구청
3796,목동중학교,오목교(목동운동장앞)
3797,목동역.목동오거리,목동
3798,신서고등학교.영상고등학교입구,신정(은행정)
3799,신정역(은행정).신정4동주민센터,신정(은행정)
3800,신서고등학교.영상고등학교앞,신정(은행정)
3801,제일여성병원,신정(은행정)
3802,신정4동경서농협,신정(은행정)
3803,신서고교.영상고교입구,목동
3804,신월문화체육센터,신정네거리
3805,신월동우성상가,까치산
3806,중부운수앞,까치산
3807,국립과학수사연구소입구,까치산
3808,신안파크아파트후문,까치산
3809,국립과학수사연구소.고강동종점,까치산
3810,서부트럭터미널.신정동일하이빌아파트,신정네거리
3811,강신중학교,신정네거리
3812,남명초교.신정3동주민센터,신정네거리
3813,금옥중.금옥여고.백암고등학교,신정네거리
3814,신월2동주민센터입구.경창전통시장,신정(은행정)
3815,과학수사연구소입구,까치산
3816,신정동현대아파트,신정네거리
3817,넓은들공원,신정네거리
3818,신정현대아파트,신정네거리
3819,신정숲속마을아파트,온수(성공회대입구)
3820,신정숲속마을아파트.댓골마을입구,온수(성공회대입구)
3821,푸른마을2단지아파트,신정네거리
3822,신월시영아파트.강월초등학교,신정네거리
3823,강월초교입구사거리,신정네거리
3824,금실어린이공원,신정네거리
3825,양서중학교,까치산
3826,신월1동주민센터.신월보건지소,화곡
3827,신월3동주민센터.신월3동우체국,화곡
3828,서부여성발전센터,화곡
3829,가로공원공영주차장.신영시장,화곡
3830,국민은행신월동지점,화곡
3831,서서울호수공원,까치산
3832,하나은행신월동지점,까치산
3833,가로공원공영주차장,화곡
3834,양원초교.광영여고,화곡
3835,메디힐병원,화곡
3836,신화중학교,화곡
3837,신월5동주민센터.신월중학교,화곡
3838,신월중학교입구,화곡
3839,광영고.신동아파밀리에아파트,화곡
3840,서울금융고등학교,화곡
3841,경창빌딩,신정네거리
3842,신월시영아파트중문,신정네거리
3843,양명초등학교,신정네거리
3844,신목동역-서울지방식품의약품안전청,당산
3845,목동파라곤,오목교(목동운동장앞)
3846,트럭터미널주유소앞,신정네거리
3847,대일관광고.푸른마을3단지,신정네거리
3848,목동아파트1102동앞,양천구청
3849,목동아파트1434동앞,양천구청
3850,신월동기점,까치산
3851,양천공영차고지,신정네거리
3852,신정이펜하우스3단지,신정네거리
3853,푸른마을1단지.이든채아파트,신정네거리
3854,신교정입구,오목교(목동운동장앞)
3855,이대목동병원,양평
3856,신정교입구,오목교(목동운동장앞)
3857,신월청소년문화센터,화곡
3858,보람쉬움아파트,까치산
3859,보람쉬움아파트.신영시장,까치산
3860,신정이펜하우스2단지,신정네거리
3861,신정이펜하우스1단지아파트,신정네거리
3862,이펜하우스1단지.어르신요양센터,신정네거리
3863,양천어르신요양센터,신정네거리
3864,신정이펜하우스3.4단지,신정네거리
3865,신정이펜하우스5단지.서남병원,신정네거리
3866,푸른마을아파트3단지,신정네거리
3867,강서보건소.9호선등촌역,마곡
3868,목2동주민센터,마곡
3869,동일하이빌아파트,신정네거리
3870,팔복부동산.목동교회,목동
3871,신정현대아파트.서부트럭터미널,신정네거리
3872,목동문화체육센터.건영아파트,목동
3873,한성교회.금옥여고.백암고,신정네거리
3874,우신웨스트빌.목동보건지소,목동
3875,대림.수정아파트,신정네거리
3876,벽산.대주아파트,신정네거리
3877,성원.극동아파트,목동
3878,우리동네빵집,신정네거리
3879,솔밭유치원,신정네거리
3880,농협.영도초등학교,목동
3881,학마을2단지아파트,신정네거리
3882,한신청구아파트,양평
3883,신정네거리.신정119안전센터,신정(은행정)
3884,신정1동주민센터,신정네거리
3885,오목교역.대학학원,오목교(목동운동장앞)
3886,신서초교,목동
3887,서울남부지법,목동
3888,목동역.5호선5번출구,목동
3889,목동YMCA,양평
3890,한신청구아파트정문,양평
3891,목동8단지천주교,목동
3892,목동8단지.한전.출입국관리사무소,목동
3893,우성아파트.월촌초등학교,오목교(목동운동장앞)
3894,목동3단지후문,목동
3895,양천구청.보건소.경찰서,양천구청
3896,용왕산입구,목동
3897,목동9단지B상가,신정네거리
3898,현대아파트.월드메르디앙아파트,목동
3899,신정네거리해누리분수광장,신정(은행정)
3900,양동중학교,마곡
3901,수명산입구,우장산
3902,거산아파트,화곡
3903,신곡시장,신정네거리
3904,한성교회.백암고,신정네거리
3905,금옥여고.대우미래사랑아파트,신정네거리
3906,롯데캐슬아파트.목3동시장,마곡
3907,신정이펜하우스1단지,신정네거리
3908,서남병원,신정네거리
3909,신은초등학교,신정네거리
3910,이펜하우스3.4단지,신정네거리
3911,신정이펜하우스1단지.새금성교회,신정네거리
3912,갈산초등학교,양천구청
3913,화곡입구,화곡
3914,국립과학수사연구소,까치산
3915,서부트럭터미널,신정네거리
3916,대일고등학교,목동
3917,목동5단지,양평
3918,양천우체국.목동운동장북문,오목교(목동운동장앞)
3919,신도림4차e편한세상,도림천
3920,목동1단지,양평
3921,목동4단지상가.목동종합운동장,오목교(목동운동장앞)
3922,목동현대백화점,오목교(목동운동장앞)
3923,강서교육청,화곡
3924,우리은행앞,화곡
3925,염창역.서울도시가스,마곡
3926,등촌역.강서보건소,마곡
3927,등촌중학교 백석초등학교,마곡
3928,강서구청사거리.서울디지털대학교,마곡
3929,KBS스포츠월드,마곡
3930,한국가스기술공사,마곡
3931,발산역,우장산
3932,송정역,송정
3933,공항중학교.공항초등학교,송정
3934,마곡역,우장산
3935,공항초등학교.공항중학교,송정
3936,마곡동로사거리,우장산
3937,화원중학교,화곡
3938,서울식물원.식물문화센터,발산
3939,백석초등학교.한국임업진흥원,마곡
3940,등촌중학교.한국임업진흥원,마곡
3941,KC대학교.화진코스메틱,마곡
3942,하이웨이주유소.KC대학교,마곡
3943,서울식물원.숲문화학교,발산
3944,LG사이언스파크,우장산
3945,등촌주공5단지아파트,우장산
3946,발산역4번출구,우장산
3947,발산역5번출구,우장산
3948,공항중학교,송정
3949,공항시장,송정
3950,공항동국민은행,송정
3951,공항시장역.공항성산교회,송정
3952,방화주유소,송정
3953,방화2동청성아파트앞,송정
3954,방신전통시장,개화산
3955,방화2동우촌연립,개화산
3956,국민은행방화동지점,방화
3957,한서고등학교.보람아파트,방화
3958,방화역,방화
3959,방화3동주민센터.국립국어원,방화
3960,방화도시7단지.국립국어원,방화
3961,가양3동도시개발8단지아파트.가양역,마곡
3962,가양역.마포중고등학교,마곡
3963,경복비즈니스고등학교,마곡
3964,강서구청.한국건강관리협회,마곡
3965,우장초등학교,우장산
3966,한국폴리텍1.서울강서대학교,화곡
3967,화곡본동시장,화곡
3968,화곡역,화곡
3969,화곡푸르지오,화곡
3970,외발산신광명마을,우장산
3971,강서면허시험장.메이필드호텔,우장산
3972,강서농수산물도매시장,송정
3973,영인운수.차고지,우장산
3974,대한항공.메이필드호텔,송정
3975,공항동송정중학교,송정
3976,공항동천주교회,송정
3977,공항동지하도입구,송정
3978,방화중학교,김포공항
3979,공항고등학교,김포공항
3980,방화동도시개발11단지,개화산
3981,개화2치안센터,개화산
3982,개화검문소,개화산
3983,상사마을,개화산
3984,영일고등학교.강서도서관,마곡
3985,아이파크아파트.백석중학교.실로암안과,마곡
3986,등촌2동주민센터.등촌동대림아파트,목동
3987,대일고교.임광아파트.배광교회,목동
3988,용문사.시립화곡청소년센터,목동
3989,화곡동남부시장,신정(은행정)
3990,성석교회,신정(은행정)
3991,서울신정초등학교,까치산
3992,화곡8동주민센터,까치산
3993,화곡8동주민센터.까치산시장,까치산
3994,KT강서지사,까치산
3995,화곡동유림아파트,까치산
3996,황외과앞,까치산
3997,까치산역2번출구,까치산
3998,까치산역4번출구,까치산
3999,화곡동백구사,까치산
4000,화곡대림아파트,까치산
4001,화곡동대림아파트.화곡중앙시장,까치산
4002,가로공원.나누리병원,화곡
4003,신월초등학교,화곡
4004,화곡역.현대주유소,화곡
4005,화곡역1번출구,화곡
4006,대원시장,화곡
4007,화곡중고등학교,우장산
4008,우장산역,우장산
4009,명덕고등학교.웰튼병원,우장산
4010,발산역.우장산힐스테이트,우장산
4011,발산역2번출구,우장산
4012,발산역3번출구,우장산
4013,서울호서전문학교.등촌주공3단지아파트,발산
4014,KT가양지사,발산
4015,양천향교역.휴먼빌아파트,발산
4016,양천향교입구,발산
4017,가양한강타운아파트,발산
4018,가양2단지성지아파트.동양고등학교,발산
4019,한보구암마을아파트,발산
4020,가양동천주교영등포공업고등학교,발산
4021,공진중학교 우체국앞 허준박물관,마곡
4022,탑산초등학교 허준박물관,마곡
4023,가양도시개발4단지아파트,마곡
4024,대림경동아파트,마곡
4025,가양도시개발5단지아파트,마곡
4026,가양2동강변아파트,마곡
4027,가양3동도시개발6단지아파트,마곡
4028,가양초등학교,마곡
4029,강서구청별관,마곡
4030,가양3동주민센터,마곡
4031,가양3동도시개발9단지아파트,마곡
4032,가양도시개발9단지.세현고등학교,마곡
4033,염창동아3차아파트.나이아가라호텔,마곡
4034,염창동리버파크호텔,마곡
4035,염창동새마을금고,마곡
4036,염창동한마음.관음삼성아파트,마곡
4037,염창동관음삼성아파트,마곡
4038,태영.삼성한사랑아파트,마곡
4039,금호.한솔아파트,마곡
4040,블루나인비지니스센터.이마트,마곡
4041,이마트.강서소방서,마곡
4042,강서소방서.이마트.증미역,마곡
4043,가양역.현대프린스텔,마곡
4044,가양역.현대아파트,마곡
4045,가양역.우성아파트,마곡
4046,SBS공개홀,마곡
4047,가양4.5단지상가앞,마곡
4048,공진중학교,마곡
4049,등촌동대림아파트,마곡
4050,강서한강자이아파트,발산
4051,가양동CJ주식회사,발산
4052,양천초등학교.겸재정선미술관,발산
4053,겸재정선미술관,발산
4054,마곡실내배드민턴장,발산
4055,서남물재생센터,발산
4056,서남환경공원,방화
4057,방화동도시개발2단지아파트,방화
4058,방화동동부센트레빌아파트,방화
4059,방화사거리,개화산
4060,개화산역,개화산
4061,등촌3동천주교회,마곡
4062,등촌3동5단지아파트.등촌고등학교,마곡
4063,등촌3동주공4단지아파트,발산
4064,등촌동부영아파트,발산
4065,등촌3동주공10단지아파트,마곡
4066,등촌3동대림아파트,마곡
4067,마곡13단지힐스테이트아파트,송정
4068,다솔마을.강서농수산물도매시장,송정
4069,강서공업고등학교,방화
4070,방화동도시개발1.2단지아파트,방화
4071,서울항공비즈니스고등학교,방화
4072,양천향교역,발산
4073,제과점앞,송정
4074,강서한방병원,까치산
4075,우장산동주민센터,우장산
4076,문성유치원,화곡
4077,제일성심병원,화곡
4078,가양7단지상가,마곡
4079,등촌주공9단지,마곡
4080,강서구민올림픽체육센터,마곡
4081,등촌주공6단지,마곡
4082,등현초등학교,마곡
4083,가양7단지상가앞,마곡
4084,우장산휴먼빌아파트,우장산
4085,양서1단지우장산아이파크이편한세상,우장산
4086,강서힐스테이트아파트,우장산
4087,등촌주공6단지앞,마곡
4088,등촌9단지SBS공개홀,마곡
4089,삼정그린코아아파트,개화산
4090,강서농협,송정
4091,공항동주민센터,송정
4092,천주교성당,송정
4093,마곡나루역4번출구,발산
4094,마곡나루역5번출구,송정
4095,마곡역교차로,우장산
4096,이대서울병원,우장산
4097,김포공항국내선,송정
4098,김포공항국제선,김포공항
4099,발산역7번출구,우장산
4100,신방화역5번출구,송정
4101,마곡엠밸리6.7단지.마곡중학교,송정
4102,마곡나루역,송정
4103,마곡나루역1번출구,발산
4104,마곡엠밸리11.12단지,송정
4105,마곡13단지힐스테이트후문,송정
4106,공진초등학교,송정
4107,외발산동기점,우장산
4108,한국공항공사,김포공항
4109,개화동상사마을종점,방화
4110,마곡수명산파크7단지,우장산
4111,마곡수명산파크5단지6단지,우장산
4112,마곡수명산파크2단지,우장산
4113,마곡수명산파크3단지4단지,우장산
4114,화곡2동주민센터,신정(은행정)
4115,마곡엠밸리14단지아파트,우장산
4116,마곡엠밸리15단지아파트,우장산
4117,발산역9번출구,우장산
4118,신방화사거리,방화
4119,개화역광역환승센터,개화산
4120,방화2동청성아파트,송정
4121,강서연세병원,마곡
4122,롯데몰.김포공항,김포공항
4123,송정중학교후문,송정
4124,염창동주민센터,마곡
4125,대통마트,까치산
4126,강원슈퍼,까치산
4127,방글방글슈퍼,까치산
4128,경북하이마트,까치산
4129,한광고,까치산
4130,신정여상,까치산
4131,명지해드는터아파트,까치산
4132,대성마트,까치산
4133,미주아파트,까치산
4134,방송인아파트,까치산
4135,곰달래약국,신정(은행정)
4136,원비디오,신정(은행정)
4137,곰달래아파트,신정(은행정)
4138,삼성아파트,신정(은행정)
4139,은창아파트,신정(은행정)
4140,화곡전화국,까치산
4141,까치산역,까치산
4142,까치시장,까치산
4143,까치약국,까치산
4144,개나리슈퍼,까치산
4145,빨래세탁소,까치산
4146,공작세탁소,까치산
4147,대성정육점,까치산
4148,국민약국,신정(은행정)
4149,약수터,까치산
4150,신광명마을,우장산
4151,수명중고등학교,우장산
4152,마곡.수명산파크4단지,우장산
4153,한마음아파트,마곡
4154,우성아파트앞,마곡
4155,우성아파트,마곡
4156,봉제산정상,까치산
4157,생태공원,방화
4158,NC백화점앞,우장산
4159,염창역1번출구.강서평생학습관,마곡
4160,하이웨이주유소,마곡
4161,서광아파트,방화
4162,마곡엠밸리7단지앞,송정
4163,하나마트,마곡
4164,정곡초교,방화
4165,등명중학교,우장산
4166,동아3차아파트,마곡
4167,백연공원,마곡
4168,방화4단지,방화
4169,등촌3동성당사거리,마곡
4170,KC대학교,마곡
4171,방화3동주민센터,방화
4172,등촌6단지,마곡
4173,관음삼성.보람더하임아파트,마곡
4174,골목시장,화곡
4175,등촌9단지,마곡
4176,염창중학교,마곡
4177,티브로드강서방송,화곡
4178,강서세무서.공항초교,송정
4179,남부시장,신정(은행정)
4180,태원빌딩,화곡
4181,다솔마을,송정
4182,마곡엠밸리14단지,우장산
4183,등촌7단지아파트,마곡
4184,삼천리아파트,마곡
4185,본동시장,화곡
4186,본동사무소,화곡
4187,볏골어린이공원,화곡
4188,방신시장.LG베스트샵,방화
4189,마곡엠밸리11.12단지상가,송정
4190,거성빌라,화곡
4191,마곡13단지힐스테이트상가,송정
4192,겸재정선미술관입구,발산
4193,한국건강관리협회,마곡
4194,이마트.증미역,마곡
4195,강서구립봉제산어르신복지센터,화곡
4196,금호APT,발산
4197,강서구청입구,마곡
4198,등촌강변샤르망오피스텔,마곡
4199,대영마트,화곡
4200,우체국,화곡
4201,우장산꿈에그린아파트,우장산
4202,등촌현대아파트,마곡
4203,본동슈퍼,화곡
4204,화곡초교,화곡
4205,롯데3차APT,우장산
4206,강서구민회관,우장산
4207,제일은행,까치산
4208,발산어린이집,우장산
4209,롯데1차,우장산
4210,강서노인회관,우장산
4211,빨래터세탁소,까치산
4212,안골공원,까치산
4213,강남슈퍼,까치산
4214,프라임마트,방화
4215,태창아파트,까치산
4216,신정초교,까치산
4217,마곡한솔솔파크,방화
4218,가양역,마곡
4219,길훈아파트,방화
4220,마곡중학교정문,방화
4221,롯데R&D센터,발산
4222,메이필드호텔,우장산
4223,대한항공,송정
4224,마곡엠밸리1단지,송정
4225,마곡역2번출구,송정
4226,강서세무서,송정
4227,마곡엠밸리7단지입구,송정
4228,마곡엠밸리7단지,송정
4229,마곡엠밸리3단지입구,송정
4230,방신시장,방화
4231,동아1.2차아파트,마곡
4232,마곡우림필유아파트,방화
4233,마곡엠밸리7단지.712동,송정
4234,신방화역4번출구.마곡중학교,송정
4235,신방화역7번출구,송정
4236,마곡엠밸리4단지,방화
4237,마곡엠밸리5단지,송정
4238,화곡중앙골목시장,화곡
4239,송화시장,우장산
4240,LG주유소,신정(은행정)
4241,오쇠동꽃단지,송정
4242,화곡중.고등학교,우장산
4243,증미역,마곡
4244,강서면허시험장,송정
4245,덕원여자고등학교.덕원예술고등학교,우장산
4246,대성학원,까치산
4247,발산초등학교,우장산
4248,로미오이발클럽,까치산
4249,강서면허시험장메이필트호텔,송정
4250,강서구의회,마곡
4251,염창역2번출구,마곡
4252,태영송화아파트,마곡
4253,현대슈퍼,우장산
4254,태양마트,까치산
4255,훼미리마트,까치산
4256,수명산파크1단지,우장산
4257,성심사,까치산
4258,마곡.수명산파크2단지,우장산
4259,현대빌라,까치산
4260,마곡.수명산파크3단지,우장산
4261,마곡수명산파크3단지.4단지,우장산
4262,푸르지오APT,화곡
4263,염동초교.염창보람더하임아파트,마곡
4264,나이아가라.리버파크.골든서울호텔,마곡
4265,수명산파크7단지정문,우장산
4266,서울자동차학원,우장산
4267,강서구청후문,우장산
4268,화곡보람2차아파트,마곡
4269,강서아파트,마곡
4270,황제참치,마곡
4271,청과시장2,우장산
4272,콘티넨탈호텔,마곡
4273,등촌역1번출구,마곡
4274,수명산파크7단지상가,우장산
4275,전화국,발산
4276,수명중.고등학교,우장산
4277,기업은행,발산
4278,마곡수명산파크5단지.6단지,우장산
4279,김포공항국내선(11-2번홈),김포공항
4280,수명산파크상가,우장산
4281,변전소,발산
4282,수명산파크5단지아파트,우장산
4283,김포공항국내선(11-3번홈),김포공항
4284,수명산파크1단지아파트앞,우장산
4285,롯데2차,우장산
4286,김포공항국제선(1경기),김포공항
4287,방화동삼익아파트,방화
4288,공영주차장,우장산
4289,방화중학교(시외버스),김포공항
4290,등촌7단지,마곡
4291,등촌10단지,마곡
4292,등촌미주.진로아파트,마곡
4293,등촌5단지,마곡
4294,공원앞,우장산
4295,발산역.NC백화점,우장산
4296,강서농수산물도매시장종점,송정
4297,등촌동주공9단지,마곡
4298,등촌동주공8단지,마곡
4299,화훼단지,김포공항
4300,아시아나격납고,송정
4301,등촌주공8단지,마곡
4302,대한항공화물청사,송정
4303,대한항공훈련센터,송정
4304,김포공항화물청사,송정
4305,김포세관.아시아나격납고,송정
4306,대한항공빌딩,송정
4307,신도림역,신도림
4308,신도림동.구로역,신도림
4309,구일역.중앙유통상가.롯데마트,양천구청
4310,구일역.제일제당.롯데마트,양천구청
4311,동양미래대학.구로성심병원,양천구청
4312,개봉역.영화아파트,양천구청
4313,개봉역.한마을아파트,양천구청
4314,경인중학교.개봉사거리,천왕
4315,구로디지털단지역,구로디지털단지
4316,구로디지털단지역환승센터,구로디지털단지
4317,서울미래초등학교,신도림
4318,한국SGI,신도림
4319,거리공원.구로신협본점앞,신도림
4320,거리공원,대림(구로구청)
4321,구로도서관.대성스카이렉스,대림(구로구청)
4322,구로고등학교,대림(구로구청)
4323,영림중학교,대림(구로구청)
4324,구로구청,대림(구로구청)
