,표준버스정류장ID,지하철역
1937,105000233,청량리(서울시립대입구)
1938,105000234,청량리(서울시립대입구)
1939,105000235,사가정
1940,105000237,용마산
1941,105000243,청량리(서울시립대입구)
1942,105000248,장한평
1943,105000262,청량리(서울시립대입구)
1944,105000550,장한평
1945,105000269,청량리(서울시립대입구)
1946,105000270,중화
1947,105000271,중화
1948,105000282,장한평
1949,105000287,청량리(서울시립대입구)
1950,105000288,면목
1951,105000289,제기동
1952,105000290,면목
1953,105000477,중화
1954,105000549,사가정
1955,105000479,용두(동대문구청)
1956,105000488,제기동
1957,105900043,답십리
1958,105900028,사가정
1959,105900027,청량리(서울시립대입구)
1960,105900026,용답
1961,105900025,사가정
1962,105900057,상월곡(한국과학기술연구원)
1963,105900051,청량리(서울시립대입구)
1964,103000508,신답
1965,105900024,상월곡(한국과학기술연구원)
1966,105900050,월곡(동덕여대)
1967,105900041,신답
1968,105900023,상월곡(한국과학기술연구원)
1969,105900052,청량리(서울시립대입구)
1970,105900022,신답
1971,105900021,상월곡(한국과학기술연구원)
1972,105900020,청량리(서울시립대입구)
1973,105900019,상월곡(한국과학기술연구원)
1974,105900018,청량리(서울시립대입구)
1975,105900017,사가정
1976,105900059,중화
1977,105900038,청량리(서울시립대입구)
1978,105900016,상월곡(한국과학기술연구원)
1979,105900039,청량리(서울시립대입구)
1980,105900036,청량리(서울시립대입구)
1981,105900013,상월곡(한국과학기술연구원)
1982,105900058,중화
1983,105900015,청량리(서울시립대입구)
1984,105900056,중화
1985,105900014,상월곡(한국과학기술연구원)
1986,105900030,안암(고대병원앞)
1987,105900053,청량리(서울시립대입구)
1988,105900012,상월곡(한국과학기술연구원)
1989,105900029,신설동
1990,105900011,상월곡(한국과학기술연구원)
1991,105900009,상월곡(한국과학기술연구원)
1992,105900008,청량리(서울시립대입구)
1993,105900048,사가정
1994,105900007,상월곡(한국과학기술연구원)
1995,105900006,상월곡(한국과학기술연구원)
1996,105900005,용마산
1997,105900004,청량리(서울시립대입구)
1998,105900037,청량리(서울시립대입구)
1999,105900040,청량리(서울시립대입구)
2000,105900031,청량리(서울시립대입구)
2001,105900032,청량리(서울시립대입구)
2002,105900033,청량리(서울시립대입구)
2003,105900034,신답
2004,105900035,신답
2005,105900042,신답
2006,105900003,용답
2007,105900044,답십리
2008,105900045,답십리
2009,105900046,답십리
2010,105900047,답십리
2011,105900002,고려대(종암)
2012,105900001,월곡(동덕여대)
2013,105900054,청량리(서울시립대입구)
2014,105000316,용마산
2015,105000318,용마산
2016,105000319,용마산
2017,105000321,장한평
2018,105000407,청량리(서울시립대입구)
2019,105000408,청량리(서울시립대입구)
2020,105000409,청량리(서울시립대입구)
2021,105000410,신답
2022,105000420,용마산
2023,105000426,신설동
2024,105000438,제기동
2025,105000555,제기동
2026,105000429,장한평
2027,105000430,장한평
2028,105000489,장한평
2029,105000440,청량리(서울시립대입구)
2030,106000001,상봉(시외버스터미널)
2031,106000002,상봉(시외버스터미널)
2032,106000003,상봉(시외버스터미널)
2033,106000004,상봉(시외버스터미널)
2034,106000005,상봉(시외버스터미널)
2035,106000006,상봉(시외버스터미널)
2036,106000434,상봉(시외버스터미널)
2037,106000435,상봉(시외버스터미널)
2038,106000433,상봉(시외버스터미널)
2039,106000432,상봉(시외버스터미널)
2040,106000431,상봉(시외버스터미널)
2041,106000430,상봉(시외버스터미널)
2042,106000428,상봉(시외버스터미널)
2043,106000429,상봉(시외버스터미널)
2044,106000007,먹골
2045,106000008,태릉입구
2046,106000009,먹골
2047,106000010,먹골
2048,106000011,먹골
2049,106000012,중화
2050,106000013,중화
2051,106000014,중화
2052,106000015,중화
2053,106000016,중화
2054,106000017,상봉(시외버스터미널)
2055,106000018,상봉(시외버스터미널)
2056,106000019,면목
2057,106000020,면목
2058,106000021,면목
2059,106000022,면목
2060,106000023,사가정
2061,106000024,면목
2062,106000025,사가정
2063,106000026,사가정
2064,106000027,용마산
2065,106000028,용마산
2066,106000029,용마산
2067,106000030,상봉(시외버스터미널)
2068,106000476,상봉(시외버스터미널)
2069,106000034,상봉(시외버스터미널)
2070,106000035,상봉(시외버스터미널)
2071,106000036,상봉(시외버스터미널)
2072,106000037,상봉(시외버스터미널)
2073,106000038,상봉(시외버스터미널)
2074,106000039,상봉(시외버스터미널)
2075,106000040,상봉(시외버스터미널)
2076,106000041,상봉(시외버스터미널)
2077,106000043,상봉(시외버스터미널)
2078,106000046,상봉(시외버스터미널)
2079,106000047,상봉(시외버스터미널)
2080,106000049,상봉(시외버스터미널)
2081,106000050,상봉(시외버스터미널)
2082,106000051,상봉(시외버스터미널)
2083,106000052,면목
2084,106000053,면목
2085,106000054,면목
2086,106000055,상봉(시외버스터미널)
2087,106000056,상봉(시외버스터미널)
2088,106000057,상봉(시외버스터미널)
2089,106000058,면목
2090,106000059,상봉(시외버스터미널)
2091,106000060,면목
2092,106000061,상봉(시외버스터미널)
2093,106000062,면목
2094,106000063,면목
2095,106000064,면목
2096,106000065,면목
2097,106000066,면목
2098,106000067,면목
2099,106000068,면목
2100,106000069,면목
2101,106000070,면목
2102,106000071,면목
2103,106000072,상봉(시외버스터미널)
2104,106000073,상봉(시외버스터미널)
2105,106000074,면목
2106,106000075,면목
2107,106000076,면목
2108,106000077,면목
2109,106000078,면목
2110,106000079,면목
2111,106000080,사가정
2112,106000081,사가정
2113,106000082,사가정
2114,106000083,사가정
2115,106000084,사가정
2116,106000085,사가정
2117,106000086,사가정
2118,106000087,사가정
2119,106000088,사가정
2120,106000089,용마산
2121,106000090,용마산
2122,106000091,용마산
2123,106000092,용마산
2124,106000093,상봉(시외버스터미널)
2125,106000094,상봉(시외버스터미널)
2126,106000095,면목
2127,106000096,면목
2128,106000097,면목
2129,106000098,면목
2130,106000099,면목
2131,106000100,면목
2132,106000101,사가정
2133,106000102,면목
2134,106000103,사가정
2135,106000104,사가정
2136,106000105,사가정
2137,106000106,사가정
2138,106000107,사가정
2139,106000108,사가정
2140,106000109,사가정
2141,106000110,용마산
2142,106000111,용마산
2143,106000112,용마산
2144,106000113,용마산
2145,106000114,용마산
2146,106000115,용마산
2147,106000116,용마산
2148,106000117,태릉입구
2149,106000118,태릉입구
2150,106000119,먹골
2151,106000120,먹골
2152,106000121,면목
2153,106000122,면목
2154,106000123,면목
2155,106000124,면목
2156,106000125,면목
2157,106000126,면목
2158,106000127,면목
2159,106000128,면목
2160,106000129,면목
2161,106000130,면목
2162,106000131,면목
2163,106000132,면목
2164,106000133,면목
2165,106000134,면목
2166,106000135,면목
2167,106000136,면목
2168,106000137,면목
2169,106000138,면목
2170,106000139,면목
2171,106000140,면목
2172,106000141,사가정
2173,106000142,사가정
2174,106000143,사가정
2175,106000144,사가정
2176,106000145,용마산
2177,106000146,용마산
2178,106000147,사가정
2179,106000148,사가정
2180,106000149,사가정
2181,106000150,사가정
2182,106000151,사가정
2183,106000152,사가정
2184,106000153,사가정
2185,106000154,사가정
2186,106000155,사가정
2187,106000156,중화
2188,106000157,중화
2189,106000158,중화
2190,106000159,중화
2191,106000160,중화
2192,106000161,중화
2193,106000162,중화
2194,106000163,중화
2195,106000164,중화
2196,106000165,중화
2197,106000166,중화
2198,106000167,중화
2199,106000168,중화
2200,106000169,중화
2201,106000170,중화
2202,106000171,중화
2203,106000172,봉화산(서울의료원)
2204,106000173,봉화산(서울의료원)
2205,106000174,봉화산(서울의료원)
2206,106000175,봉화산(서울의료원)
2207,106000176,상봉(시외버스터미널)
2208,106000177,상봉(시외버스터미널)
2209,106000178,봉화산(서울의료원)
2210,106000179,봉화산(서울의료원)
2211,106000180,봉화산(서울의료원)
2212,106000181,봉화산(서울의료원)
2213,106000182,봉화산(서울의료원)
2214,106000183,봉화산(서울의료원)
2215,106000184,봉화산(서울의료원)
2216,106000185,봉화산(서울의료원)
2217,106000186,봉화산(서울의료원)
2218,106000187,봉화산(서울의료원)
2219,106000188,봉화산(서울의료원)
2220,106000189,봉화산(서울의료원)
2221,106000190,봉화산(서울의료원)
2222,106000191,봉화산(서울의료원)
2223,106000192,봉화산(서울의료원)
2224,106000193,봉화산(서울의료원)
2225,106000194,봉화산(서울의료원)
2226,106000195,봉화산(서울의료원)
2227,106000196,봉화산(서울의료원)
2228,106000197,화랑대(서울여대입구)
2229,106000198,화랑대(서울여대입구)
2230,106000199,화랑대(서울여대입구)
2231,106000200,화랑대(서울여대입구)
2232,106000201,봉화산(서울의료원)
2233,106000202,봉화산(서울의료원)
2234,106000203,봉화산(서울의료원)
2235,106000204,봉화산(서울의료원)
2236,106000205,봉화산(서울의료원)
2237,106000206,봉화산(서울의료원)
2238,106000207,봉화산(서울의료원)
2239,106000208,봉화산(서울의료원)
2240,106000209,봉화산(서울의료원)
2241,106000210,봉화산(서울의료원)
2242,106000211,상봉(시외버스터미널)
2243,106000212,상봉(시외버스터미널)
2244,106000213,상봉(시외버스터미널)
2245,106000214,상봉(시외버스터미널)
2246,106000215,면목
2247,106000216,면목
2248,106000217,면목
2249,106000218,면목
2250,106000219,면목
2251,106000220,면목
2252,106000221,중화
2253,106000222,중화
2254,106000223,중화
2255,106000224,중화
2256,106000225,중화
2257,106000226,중화
2258,106000228,면목
2259,106000229,봉화산(서울의료원)
2260,106000230,봉화산(서울의료원)
2261,106000231,봉화산(서울의료원)
2262,106000232,봉화산(서울의료원)
2263,106000233,봉화산(서울의료원)
2264,106000234,봉화산(서울의료원)
2265,106000235,봉화산(서울의료원)
2266,106000236,봉화산(서울의료원)
2267,106000237,봉화산(서울의료원)
2268,106000238,봉화산(서울의료원)
2269,106000239,봉화산(서울의료원)
2270,106000240,봉화산(서울의료원)
2271,106000241,봉화산(서울의료원)
2272,106000242,봉화산(서울의료원)
2273,106000249,면목
2274,106000250,봉화산(서울의료원)
2275,106000251,화랑대(서울여대입구)
2276,106000252,화랑대(서울여대입구)
2277,106000253,먹골
2278,106000254,먹골
2279,106000255,먹골
2280,106000256,먹골
2281,106000257,봉화산(서울의료원)
2282,106000258,봉화산(서울의료원)
2283,106000259,봉화산(서울의료원)
2284,106000260,봉화산(서울의료원)
2285,106000261,봉화산(서울의료원)
2286,106000262,봉화산(서울의료원)
2287,106000263,봉화산(서울의료원)
2288,106000264,상봉(시외버스터미널)
2289,106000265,상봉(시외버스터미널)
2290,106000266,상봉(시외버스터미널)
2291,106000267,상봉(시외버스터미널)
2292,106000268,상봉(시외버스터미널)
2293,106000269,상봉(시외버스터미널)
2294,106000270,봉화산(서울의료원)
2295,106000271,화랑대(서울여대입구)
2296,106000272,화랑대(서울여대입구)
2297,106000273,태릉입구
2298,106000274,태릉입구
2299,106000275,먹골
2300,106000276,태릉입구
2301,106000277,태릉입구
2302,106000278,태릉입구
2303,106000279,태릉입구
2304,106000280,먹골
2305,106000281,태릉입구
2306,106000282,태릉입구
2307,106000283,먹골
2308,106000284,먹골
2309,106000285,먹골
2310,106000286,먹골
2311,106000287,먹골
2312,106000288,먹골
2313,106000289,먹골
2314,106000290,먹골
2315,106000291,먹골
2316,106000292,먹골
2317,106000293,중화
2318,106000294,중화
2319,106000295,중화
2320,106000296,중화
2321,106000297,중화
2322,106000298,중화
2323,106000299,중화
2324,106000300,중화
2325,106000301,중화
2326,106000303,봉화산(서울의료원)
2327,106000304,봉화산(서울의료원)
2328,106000305,봉화산(서울의료원)
2329,106000306,봉화산(서울의료원)
2330,106000307,상봉(시외버스터미널)
2331,106000308,상봉(시외버스터미널)
2332,106000309,상봉(시외버스터미널)
2333,106000310,상봉(시외버스터미널)
2334,106000311,상봉(시외버스터미널)
2335,106000312,상봉(시외버스터미널)
2336,106000313,상봉(시외버스터미널)
2337,106000477,사가정
2338,106000318,상봉(시외버스터미널)
2339,106000319,봉화산(서울의료원)
2340,106000320,봉화산(서울의료원)
2341,106000321,봉화산(서울의료원)
2342,106000322,중화
2343,106000324,봉화산(서울의료원)
2344,106000325,먹골
2345,106000326,먹골
2346,106000327,중화
2347,106000328,화랑대(서울여대입구)
2348,106000329,화랑대(서울여대입구)
2349,106000330,화랑대(서울여대입구)
2350,106000439,봉화산(서울의료원)
2351,106000438,봉화산(서울의료원)
2352,106000436,봉화산(서울의료원)
2353,106000437,봉화산(서울의료원)
2354,106000440,면목
2355,106000441,봉화산(서울의료원)
2356,106000442,봉화산(서울의료원)
2357,106000443,용마산
2358,106000454,봉화산(서울의료원)
2359,106000450,봉화산(서울의료원)
2360,106000451,봉화산(서울의료원)
2361,106000456,봉화산(서울의료원)
2362,106000455,봉화산(서울의료원)
2363,106000462,봉화산(서울의료원)
2364,106000463,봉화산(서울의료원)
2365,106000459,봉화산(서울의료원)
2366,106000458,봉화산(서울의료원)
2367,106000461,봉화산(서울의료원)
2368,106000460,봉화산(서울의료원)
2369,106000457,봉화산(서울의료원)
2370,106000464,봉화산(서울의료원)
2371,106900027,봉화산(서울의료원)
2372,106000466,봉화산(서울의료원)
2373,106000465,봉화산(서울의료원)
2374,106000468,봉화산(서울의료원)
2375,106000469,봉화산(서울의료원)
2376,106000472,봉화산(서울의료원)
2377,106000471,봉화산(서울의료원)
2378,106000475,사가정
2379,106000474,사가정
2380,106000473,먹골
2381,106900021,면목
2382,106900019,중화
2383,106900022,면목
2384,106900018,중화
2385,106900017,중화
2386,106900016,면목
2387,106900015,중화
2388,106900024,면목
2389,106900014,중화
2390,106900013,면목
2391,106900012,면목
2392,106900010,면목
2393,106900009,면목
2394,106900008,면목
2395,106900007,중화
2396,106900006,중화
2397,106900004,중화
2398,106900020,면목
2399,106900003,면목
2400,106900025,면목
2401,106900002,면목
2402,106900026,면목
2403,106900023,면목
2404,106900001,중화
2405,106000467,봉화산(서울의료원)
2406,106000480,봉화산(서울의료원)
2407,106000470,사가정
2408,106000426,사가정
2409,106000427,상봉(시외버스터미널)
2410,107000001,길음
2411,107000002,길음
2412,107000003,길음
2413,107000004,길음
2414,107000005,길음
2415,107000006,성신여대입구(돈암)
2416,107000007,성신여대입구(돈암)
2417,107000008,성신여대입구(돈암)
2418,107000009,한성대입구(삼선교)
2419,107000010,한성대입구(삼선교)
2420,107000011,미아사거리
2421,107000012,미아사거리
2422,107000013,미아사거리
2423,107000014,미아사거리
2424,107000015,미아사거리
2425,107000016,돌곶이
2426,107000017,한성대입구(삼선교)
2427,107000018,한성대입구(삼선교)
2428,107000020,한성대입구(삼선교)
2429,107000021,성신여대입구(돈암)
2430,107000022,성신여대입구(돈암)
2431,107000023,길음
2432,107000024,길음
2433,107000025,길음
2434,107000026,길음
2435,107000027,길음
2436,107000028,길음
2437,107000029,길음
2438,107000030,길음
2439,107000031,길음
2440,107000032,길음
2441,107000033,길음
2442,107000034,길음
2443,107000035,길음
2444,107000036,길음
2445,107000037,길음
2446,107000038,월곡(동덕여대)
2447,107000039,월곡(동덕여대)
2448,107000040,월곡(동덕여대)
2449,107000041,월곡(동덕여대)
2450,107000042,월곡(동덕여대)
2451,107000043,월곡(동덕여대)
2452,107000044,월곡(동덕여대)
2453,107000045,월곡(동덕여대)
2454,107000046,상월곡(한국과학기술연구원)
2455,107000047,상월곡(한국과학기술연구원)
2456,107000048,상월곡(한국과학기술연구원)
2457,107000049,상월곡(한국과학기술연구원)
2458,107000050,상월곡(한국과학기술연구원)
2459,107000051,돌곶이
2460,107000052,돌곶이
2461,107000053,돌곶이
2462,107000054,석계
2463,107000055,석계
2464,107000056,석계
2465,107000057,석계
2466,107000058,길음
2467,107000059,길음
2468,107000060,월곡(동덕여대)
2469,107000061,월곡(동덕여대)
2470,107000062,월곡(동덕여대)
2471,107000063,월곡(동덕여대)
2472,107000064,고려대(종암)
2473,107000065,고려대(종암)
2474,107000066,고려대(종암)
2475,107000067,안암(고대병원앞)
2476,107000068,안암(고대병원앞)
2477,107000069,신설동
2478,107000070,미아(서울사이버대학)
2479,107000071,미아(서울사이버대학)
2480,107000072,미아사거리
2481,107000073,길음
2482,107000074,길음
2483,107000075,길음
2484,107000076,길음
2485,107000077,길음
2486,107000078,길음
2487,107000079,길음
2488,107000080,길음
2489,107000081,미아사거리
2490,107000082,길음
2491,107000083,길음
2492,107000084,길음
2493,107000085,성신여대입구(돈암)
2494,107000086,성신여대입구(돈암)
2495,107000087,보문
2496,107000088,보문
2497,107000089,보문
2498,107000090,보문
2499,107000091,보문
2500,107000092,보문
2501,107000093,신설동
2502,107000094,신설동
2503,107000095,돌곶이
2504,107000096,돌곶이
2505,107000097,돌곶이
2506,107000098,돌곶이
2507,107000099,돌곶이
2508,107000100,돌곶이
2509,107000101,돌곶이
2510,107000102,돌곶이
2511,107000103,돌곶이
2512,107000104,돌곶이
2513,107000105,돌곶이
2514,107000106,돌곶이
2515,107000107,돌곶이
2516,107000108,돌곶이
2517,107000109,미아사거리
2518,107000110,돌곶이
2519,107000111,돌곶이
2520,107000112,돌곶이
2521,107000113,돌곶이
2522,107000114,돌곶이
2523,107000115,돌곶이
2524,107000116,돌곶이
2525,107000117,돌곶이
2526,107000118,돌곶이
2527,107000119,돌곶이
2528,107000120,돌곶이
2529,107000121,돌곶이
2530,107000122,돌곶이
2531,107000123,돌곶이
2532,107000124,돌곶이
2533,107000125,돌곶이
2534,107000126,돌곶이
2535,107000520,성신여대입구(돈암)
2536,107000129,돌곶이
2537,107000130,돌곶이
2538,107000131,돌곶이
2539,107000132,돌곶이
2540,107000133,한성대입구(삼선교)
2541,107000134,한성대입구(삼선교)
2542,107000135,한성대입구(삼선교)
2543,107000136,한성대입구(삼선교)
2544,107000137,한성대입구(삼선교)
2545,107000138,한성대입구(삼선교)
2546,107000139,한성대입구(삼선교)
2547,107000140,한성대입구(삼선교)
2548,107000141,한성대입구(삼선교)
2549,107000142,한성대입구(삼선교)
2550,107000143,한성대입구(삼선교)
2551,107000144,한성대입구(삼선교)
2552,107000145,한성대입구(삼선교)
2553,107000146,한성대입구(삼선교)
2554,107000147,한성대입구(삼선교)
2555,107000514,한성대입구(삼선교)
2556,107000522,돌곶이
2557,107000496,월곡(동덕여대)
2558,107000504,미아사거리
2559,107000521,돌곶이
2560,107000150,길음
2561,107000151,길음
2562,107000152,길음
2563,107000153,길음
2564,107000154,미아사거리
2565,107000155,길음
2566,107000156,길음
2567,107000157,길음
2568,107000158,길음
2569,107000159,길음
2570,107000160,길음
2571,107000161,길음
2572,107000162,길음
2573,107000163,미아(서울사이버대학)
2574,107000164,미아(서울사이버대학)
2575,107000165,미아사거리
2576,107000166,미아사거리
2577,107000167,미아사거리
2578,107000168,길음
2579,107000169,길음
2580,107000170,성신여대입구(돈암)
2581,107000171,성신여대입구(돈암)
2582,107000172,성신여대입구(돈암)
2583,107000173,성신여대입구(돈암)
2584,107000174,성신여대입구(돈암)
2585,107000175,성신여대입구(돈암)
2586,107000176,월곡(동덕여대)
2587,107000177,월곡(동덕여대)
2588,105000474,고려대(종암)
2589,107000178,고려대(종암)
2590,107000179,미아사거리
2591,107000180,미아사거리
2592,107000181,상월곡(한국과학기술연구원)
2593,107000182,상월곡(한국과학기술연구원)
2594,107000183,상월곡(한국과학기술연구원)
2595,107000184,상월곡(한국과학기술연구원)
2596,107000185,상월곡(한국과학기술연구원)
2597,107000186,상월곡(한국과학기술연구원)
2598,107000187,미아사거리
2599,107000188,미아사거리
2600,107000189,미아사거리
2601,107000190,미아사거리
2602,107000191,월곡(동덕여대)
2603,107000192,월곡(동덕여대)
2604,107000193,월곡(동덕여대)
2605,107000194,월곡(동덕여대)
2606,107000197,돌곶이
2607,107000198,돌곶이
2608,107000199,보문
2609,107000200,보문
2610,107000201,보문
2611,107000202,보문
2612,107000203,안암(고대병원앞)
2613,107000204,안암(고대병원앞)
2614,107000205,안암(고대병원앞)
2615,107000206,안암(고대병원앞)
2616,107000207,안암(고대병원앞)
2617,107000208,안암(고대병원앞)
2618,107000209,성신여대입구(돈암)
2619,107000210,성신여대입구(돈암)
2620,107000211,보문
2621,107000212,성신여대입구(돈암)
2622,107000213,보문
2623,107000214,보문
2624,107000215,보문
2625,107000216,보문
2626,107000217,보문
2627,107000510,보문
2628,107000219,보문
2629,107000220,보문
2630,107000222,성신여대입구(돈암)
2631,107000224,길음
2632,107000225,길음
2633,107000226,길음
2634,107000227,길음
2635,107000228,길음
2636,107000229,길음
2637,107000230,보문
2638,107000231,길음
2639,107000232,미아사거리
2640,107000233,길음
2641,107000234,성신여대입구(돈암)
2642,107000235,석계
2643,107000236,석계
2644,107000237,월곡(동덕여대)
2645,107000238,석계
2646,107000239,길음
2647,107000240,미아사거리
2648,107000243,석계
2649,107000244,석계
2650,107000246,미아(서울사이버대학)
2651,107000249,미아(서울사이버대학)
2652,107000508,미아사거리
2653,107000251,미아(서울사이버대학)
2654,107000252,미아(서울사이버대학)
2655,107000255,상월곡(한국과학기술연구원)
2656,107000257,성신여대입구(돈암)
2657,107000258,성신여대입구(돈암)
2658,107000259,성신여대입구(돈암)
2659,107000260,성신여대입구(돈암)
2660,107000506,한성대입구(삼선교)
2661,107000262,성신여대입구(돈암)
2662,107000263,성신여대입구(돈암)
2663,107000515,성신여대입구(돈암)
2664,107000266,성신여대입구(돈암)
2665,107000267,성신여대입구(돈암)
2666,107000268,성신여대입구(돈암)
2667,107000269,한성대입구(삼선교)
2668,107000270,성신여대입구(돈암)
2669,107000271,한성대입구(삼선교)
2670,107000272,성신여대입구(돈암)
2671,107000273,길음
2672,107000274,미아사거리
2673,107000275,미아사거리
2674,107000281,길음
2675,107000280,길음
2676,107000282,길음
2677,107000290,길음
2678,107000291,길음
2679,107000292,길음
2680,107000293,길음
2681,107000294,길음
2682,107000295,길음
2683,107000296,월곡(동덕여대)
2684,107000497,길음
2685,107000501,미아사거리
2686,107000502,월곡(동덕여대)
2687,107000500,월곡(동덕여대)
2688,107000505,돌곶이
2689,107000509,한성대입구(삼선교)
2690,107000516,미아사거리
2691,107000518,길음
2692,107000519,길음
2693,107900267,성신여대입구(돈암)
2694,107900001,길음
2695,107900305,돌곶이
2696,107900304,상월곡(한국과학기술연구원)
2697,107900303,상월곡(한국과학기술연구원)
2698,107900284,미아사거리
2699,107900278,길음
2700,107900273,길음
2701,107900272,길음
2702,107900280,성신여대입구(돈암)
2703,107900248,보문
2704,107900256,창신
2705,107900246,성신여대입구(돈암)
2706,107900244,창신
2707,107900245,성신여대입구(돈암)
2708,107900143,고려대(종암)
2709,107900104,고려대(종암)
2710,107900077,길음
2711,107900048,미아사거리
2712,107900032,상월곡(한국과학기술연구원)
2713,107900005,미아사거리
2714,107900002,길음
2715,107900268,성신여대입구(돈암)
2716,107900003,보문
2717,107900004,창신
2718,107900006,성신여대입구(돈암)
2719,107900007,성신여대입구(돈암)
2720,107900008,고려대(종암)
2721,107900009,고려대(종암)
2722,107900010,길음
2723,107900012,미아사거리
2724,107900013,상월곡(한국과학기술연구원)
2725,107900014,월곡(동덕여대)
2726,107900015,길음
2727,107900274,길음
2728,107900269,성신여대입구(돈암)
2729,107900016,성신여대입구(돈암)
2730,107900257,한성대입구(삼선교)
2731,107900017,한성대입구(삼선교)
2732,107900018,성신여대입구(돈암)
2733,107900019,고려대(종암)
2734,107900020,고려대(종암)
2735,107900021,길음
2736,107900291,상월곡(한국과학기술연구원)
2737,107900295,상월곡(한국과학기술연구원)
2738,107900023,월곡(동덕여대)
2739,107900158,길음
2740,107900275,길음
2741,107900024,성신여대입구(돈암)
2742,107900025,보문
2743,107900259,성신여대입구(돈암)
2744,107900026,고려대(종암)
2745,107900027,고려대(종암)
2746,107900028,길음
2747,107900030,상월곡(한국과학기술연구원)
2748,107900031,상월곡(한국과학기술연구원)
2749,107900033,월곡(동덕여대)
2750,107900034,길음
2751,107900035,길음
2752,107900036,미아사거리
2753,107900037,성신여대입구(돈암)
2754,107900038,한성대입구(삼선교)
2755,107900039,고려대(종암)
2756,107900040,안암(고대병원앞)
2757,107900041,길음
2758,107900043,상월곡(한국과학기술연구원)
2759,107900044,월곡(동덕여대)
2760,107900045,길음
2761,107900046,길음
2762,107900047,성신여대입구(돈암)
2763,107900049,한성대입구(삼선교)
2764,107900254,한성대입구(삼선교)
2765,107900292,미아사거리
2766,107900050,성신여대입구(돈암)
2767,107900051,고려대(종암)
2768,107900052,성신여대입구(돈암)
2769,107900053,고려대(종암)
2770,107900343,돌곶이
2771,107900055,돌곶이
2772,107900056,월곡(동덕여대)
2773,107900302,미아사거리
2774,107900282,길음
2775,107900283,길음
2776,107900057,성신여대입구(돈암)
2777,107900249,한성대입구(삼선교)
2778,107900293,미아사거리
2779,107900058,성신여대입구(돈암)
2780,107900060,성신여대입구(돈암)
2781,107900061,고려대(종암)
2782,107900063,돌곶이
2783,107900064,월곡(동덕여대)
2784,107900065,미아사거리
2785,107900281,길음
2786,107900066,길음
2787,107900067,성신여대입구(돈암)
2788,107900068,안암(고대병원앞)
2789,107900069,한성대입구(삼선교)
2790,107900070,한성대입구(삼선교)
2791,107900298,미아사거리
2792,107900071,성신여대입구(돈암)
2793,107900072,길음
2794,107900073,성신여대입구(돈암)
2795,107900074,월곡(동덕여대)
2796,107900076,돌곶이
2797,107900079,미아사거리
2798,107900270,성신여대입구(돈암)
2799,107900080,안암(고대병원앞)
2800,107900081,성신여대입구(돈암)
2801,107900082,월곡(동덕여대)
2802,107900083,돌곶이
2803,107900084,돌곶이
2804,107900350,상월곡(한국과학기술연구원)
2805,107900086,미아사거리
2806,107900087,길음
2807,107900346,월곡(동덕여대)
2808,107900088,길음
2809,107900271,성신여대입구(돈암)
2810,107900089,안암(고대병원앞)
2811,107900090,한성대입구(삼선교)
2812,107900091,돌곶이
2813,107900093,성신여대입구(돈암)
2814,107900285,고려대(종암)
2815,107900097,돌곶이
2816,107900342,돌곶이
2817,107900098,돌곶이
2818,107900100,미아사거리
2819,107900101,길음
2820,107900102,길음
2821,107900308,상월곡(한국과학기술연구원)
2822,107900103,안암(고대병원앞)
2823,107900107,한성대입구(삼선교)
2824,107900108,한성대입구(삼선교)
2825,107900110,길음
2826,107900113,성신여대입구(돈암)
2827,107900115,길음
2828,107900287,미아사거리
2829,107900118,길음
2830,107900120,길음
2831,107900125,한성대입구(삼선교)
2832,107900127,한성대입구(삼선교)
2833,107900128,한성대입구(삼선교)
2834,107900129,길음
2835,107900130,성신여대입구(돈암)
2836,107900131,길음
2837,107900132,길음
2838,107900133,길음
2839,107900134,길음
2840,107900135,한성대입구(삼선교)
2841,107900136,한성대입구(삼선교)
2842,107900137,한성대입구(삼선교)
2843,107900138,길음
2844,107900139,성신여대입구(돈암)
2845,107900141,길음
2846,107900142,길음
2847,107900144,한성대입구(삼선교)
2848,107900145,한성대입구(삼선교)
2849,107900146,한성대입구(삼선교)
2850,107900147,길음
2851,107900148,돌곶이
2852,107900299,석계
2853,107900149,길음
2854,107900150,길음
2855,107900307,상월곡(한국과학기술연구원)
2856,107900151,한성대입구(삼선교)
2857,107900152,한성대입구(삼선교)
2858,107900153,성신여대입구(돈암)
2859,107900154,길음
2860,107900354,돌곶이
2861,107900353,돌곶이
2862,107900352,돌곶이
2863,107900155,성신여대입구(돈암)
2864,107900156,길음
2865,107900157,돌곶이
2866,107900159,길음
2867,107900351,성신여대입구(돈암)
2868,107000444,길음
2869,107900160,한성대입구(삼선교)
2870,107900162,한성대입구(삼선교)
2871,107900165,길음
2872,107900340,한성대입구(삼선교)
2873,107900341,한성대입구(삼선교)
2874,107900306,월곡(동덕여대)
2875,107900171,길음
2876,107900318,한성대입구(삼선교)
2877,107900317,한성대입구(삼선교)
2878,107900174,한성대입구(삼선교)
2879,107900315,한성대입구(삼선교)
2880,107900316,한성대입구(삼선교)
2881,107900314,한성대입구(삼선교)
2882,107900309,한성대입구(삼선교)
2883,107900177,창신
2884,107900255,성신여대입구(돈암)
2885,107900180,길음
2886,107900313,한성대입구(삼선교)
2887,107900344,돌곶이
2888,107900312,한성대입구(삼선교)
2889,107900181,돌곶이
