,표준버스정류장ID,지하철역
2890,107900182,미아사거리
2891,107900185,한성대입구(삼선교)
2892,107900311,한성대입구(삼선교)
2893,107900188,한성대입구(삼선교)
2894,107900310,한성대입구(삼선교)
2895,107900320,성신여대입구(돈암)
2896,107000469,월곡(동덕여대)
2897,107900321,성신여대입구(돈암)
2898,107900323,성신여대입구(돈암)
2899,107900324,성신여대입구(돈암)
2900,107900322,성신여대입구(돈암)
2901,107900326,성신여대입구(돈암)
2902,107900325,성신여대입구(돈암)
2903,107900319,성신여대입구(돈암)
2904,107900331,성신여대입구(돈암)
2905,107900330,성신여대입구(돈암)
2906,107900190,길음
2907,107900327,한성대입구(삼선교)
2908,107900329,한성대입구(삼선교)
2909,107900328,한성대입구(삼선교)
2910,107000495,미아사거리
2911,107900191,돌곶이
2912,107900194,한성대입구(삼선교)
2913,107900195,한성대입구(삼선교)
2914,107900197,길음
2915,107900201,돌곶이
2916,107900286,길음
2917,107900203,돌곶이
2918,107900204,돌곶이
2919,107900206,안암(고대병원앞)
2920,107900208,한성대입구(삼선교)
2921,107900210,길음
2922,107900213,돌곶이
2923,107900215,월곡(동덕여대)
2924,107900216,길음
2925,107900338,돌곶이
2926,107900339,돌곶이
2927,107900219,길음
2928,107900262,성신여대입구(돈암)
2929,107900224,월곡(동덕여대)
2930,107900226,길음
2931,107900230,길음
2932,107900234,상월곡(한국과학기술연구원)
2933,107900239,월곡(동덕여대)
2934,107900241,길음
2935,107900265,보문
2936,107900240,길음
2937,107900238,성신여대입구(돈암)
2938,107900237,미아사거리
2939,107900236,상월곡(한국과학기술연구원)
2940,107900235,월곡(동덕여대)
2941,107900233,길음
2942,107900261,성신여대입구(돈암)
2943,107900232,길음
2944,107900231,성신여대입구(돈암)
2945,107900229,미아사거리
2946,107900228,상월곡(한국과학기술연구원)
2947,107900227,상월곡(한국과학기술연구원)
2948,107900243,길음
2949,107900258,보문
2950,107900225,창신
2951,107900223,성신여대입구(돈암)
2952,107900297,상월곡(한국과학기술연구원)
2953,107900221,상월곡(한국과학기술연구원)
2954,107900345,상월곡(한국과학기술연구원)
2955,107900220,성신여대입구(돈암)
2956,107900218,창신
2957,107900217,성신여대입구(돈암)
2958,107900290,상월곡(한국과학기술연구원)
2959,107900214,상월곡(한국과학기술연구원)
2960,107900279,미아사거리
2961,107900347,월곡(동덕여대)
2962,107900209,보문
2963,107900207,성신여대입구(돈암)
2964,107900199,창신
2965,107900196,성신여대입구(돈암)
2966,107900193,상월곡(한국과학기술연구원)
2967,107900242,상월곡(한국과학기술연구원)
2968,107900276,길음
2969,107900189,보문
2970,107900187,성신여대입구(돈암)
2971,107900186,고려대(종암)
2972,107900184,성신여대입구(돈암)
2973,107900183,상월곡(한국과학기술연구원)
2974,107900277,길음
2975,107900348,월곡(동덕여대)
2976,107900179,보문
2977,107900178,성신여대입구(돈암)
2978,107900176,고려대(종암)
2979,107900175,성신여대입구(돈암)
2980,107900173,상월곡(한국과학기술연구원)
2981,107900172,보문
2982,107900169,한성대입구(삼선교)
2983,107900349,월곡(동덕여대)
2984,107900168,고려대(종암)
2985,107900167,성신여대입구(돈암)
2986,107900166,상월곡(한국과학기술연구원)
2987,107000507,고려대(종암)
2988,107900164,고려대(종암)
2989,107900163,안암(고대병원앞)
2990,107900161,상월곡(한국과학기술연구원)
2991,107900126,고려대(종암)
2992,107900124,고려대(종암)
2993,107900123,고려대(종암)
2994,107900122,고려대(종암)
2995,107900121,고려대(종암)
2996,107900119,한성대입구(삼선교)
2997,107900117,미아사거리
2998,107900116,길음
2999,107900114,길음
3000,107900112,돌곶이
3001,107900111,한성대입구(삼선교)
3002,107900250,성신여대입구(돈암)
3003,107900251,성신여대입구(돈암)
3004,107900105,성신여대입구(돈암)
3005,107900106,성신여대입구(돈암)
3006,107900109,성신여대입구(돈암)
3007,107900264,성신여대입구(돈암)
3008,107900252,성신여대입구(돈암)
3009,107900253,성신여대입구(돈암)
3010,107900095,성신여대입구(돈암)
3011,108000001,수유(강북구청)
3012,108000002,수유(강북구청)
3013,108000003,수유(강북구청)
3014,108000004,수유(강북구청)
3015,108000005,미아(서울사이버대학)
3016,108000006,미아(서울사이버대학)
3017,108000007,미아(서울사이버대학)
3018,108000008,미아(서울사이버대학)
3019,108000009,미아사거리
3020,108000010,미아사거리
3021,108000011,미아사거리
3022,108000012,미아사거리
3023,108000378,수유(강북구청)
3024,108000014,쌍문
3025,108000015,쌍문
3026,108000016,쌍문
3027,108000017,쌍문
3028,108000018,수유(강북구청)
3029,108000019,수유(강북구청)
3030,108000020,수유(강북구청)
3031,108000021,수유(강북구청)
3032,108000022,수유(강북구청)
3033,108000023,수유(강북구청)
3034,108000024,수유(강북구청)
3035,108000025,수유(강북구청)
3036,108000026,수유(강북구청)
3037,108000027,수유(강북구청)
3038,108000028,수유(강북구청)
3039,108000029,수유(강북구청)
3040,108000030,수유(강북구청)
3041,108000031,수유(강북구청)
3042,108000032,수유(강북구청)
3043,108000033,수유(강북구청)
3044,108000034,수유(강북구청)
3045,108000035,수유(강북구청)
3046,108000036,수유(강북구청)
3047,108000037,수유(강북구청)
3048,108000038,수유(강북구청)
3049,108000039,수유(강북구청)
3050,108000040,수유(강북구청)
3051,108000041,수유(강북구청)
3052,108000042,수유(강북구청)
3053,108000043,수유(강북구청)
3054,108000044,수유(강북구청)
3055,108000045,수유(강북구청)
3056,108000046,수유(강북구청)
3057,108000047,수유(강북구청)
3058,108000048,미아(서울사이버대학)
3059,108000049,미아(서울사이버대학)
3060,108000050,미아(서울사이버대학)
3061,108000051,미아(서울사이버대학)
3062,108000052,미아(서울사이버대학)
3063,108000053,미아(서울사이버대학)
3064,108000054,미아(서울사이버대학)
3065,108000055,미아(서울사이버대학)
3066,108000056,미아(서울사이버대학)
3067,108000057,미아(서울사이버대학)
3068,108000058,수유(강북구청)
3069,108000059,수유(강북구청)
3070,108000060,수유(강북구청)
3071,108000061,미아(서울사이버대학)
3072,108000062,수유(강북구청)
3073,108000063,수유(강북구청)
3074,108000064,수유(강북구청)
3075,108000065,수유(강북구청)
3076,108000066,미아(서울사이버대학)
3077,108000067,미아(서울사이버대학)
3078,108000068,미아(서울사이버대학)
3079,108000069,미아(서울사이버대학)
3080,108000070,미아(서울사이버대학)
3081,108000071,미아(서울사이버대학)
3082,108000072,미아(서울사이버대학)
3083,108000073,미아(서울사이버대학)
3084,108000074,미아(서울사이버대학)
3085,108000075,미아(서울사이버대학)
3086,108000076,미아(서울사이버대학)
3087,108000077,미아(서울사이버대학)
3088,108000078,미아사거리
3089,108000079,미아사거리
3090,108000080,미아사거리
3091,108000081,미아사거리
3092,108000082,미아사거리
3093,108000083,미아사거리
3094,108000084,미아사거리
3095,108000085,미아사거리
3096,108000086,미아사거리
3097,108000087,미아사거리
3098,108000088,미아(서울사이버대학)
3099,108000089,미아(서울사이버대학)
3100,108000090,미아(서울사이버대학)
3101,108000091,미아(서울사이버대학)
3102,108000092,미아(서울사이버대학)
3103,108000093,미아(서울사이버대학)
3104,108000094,미아(서울사이버대학)
3105,108000095,미아(서울사이버대학)
3106,108000096,돌곶이
3107,108000097,미아(서울사이버대학)
3108,108000098,돌곶이
3109,108000099,미아사거리
3110,108000100,미아사거리
3111,108000101,미아사거리
3112,108000102,미아사거리
3113,108000106,수유(강북구청)
3114,108000107,수유(강북구청)
3115,108000108,수유(강북구청)
3116,108000109,수유(강북구청)
3117,108000110,수유(강북구청)
3118,108000111,미아(서울사이버대학)
3119,108000112,수유(강북구청)
3120,108000113,수유(강북구청)
3121,108000115,수유(강북구청)
3122,108000117,수유(강북구청)
3123,108000118,수유(강북구청)
3124,108000119,수유(강북구청)
3125,108000120,수유(강북구청)
3126,108000121,수유(강북구청)
3127,108000122,수유(강북구청)
3128,108000123,미아(서울사이버대학)
3129,108000124,미아(서울사이버대학)
3130,108000125,미아(서울사이버대학)
3131,108000126,미아(서울사이버대학)
3132,108000127,미아(서울사이버대학)
3133,108000128,미아(서울사이버대학)
3134,108000129,미아(서울사이버대학)
3135,108000130,미아(서울사이버대학)
3136,108000131,미아사거리
3137,108000132,미아사거리
3138,108000133,미아(서울사이버대학)
3139,108000134,미아(서울사이버대학)
3140,108000135,미아(서울사이버대학)
3141,108000136,미아(서울사이버대학)
3142,108000137,미아(서울사이버대학)
3143,108000138,미아(서울사이버대학)
3144,108000139,미아(서울사이버대학)
3145,108000140,미아(서울사이버대학)
3146,108000141,미아(서울사이버대학)
3147,108000142,미아(서울사이버대학)
3148,108000143,미아(서울사이버대학)
3149,108000144,미아(서울사이버대학)
3150,108000145,미아(서울사이버대학)
3151,108000146,미아(서울사이버대학)
3152,108000147,미아(서울사이버대학)
3153,108000148,미아(서울사이버대학)
3154,108000149,미아사거리
3155,108000150,미아사거리
3156,108000151,미아사거리
3157,108000152,미아사거리
3158,108000153,미아사거리
3159,108000154,미아사거리
3160,108000155,미아사거리
3161,108000156,미아사거리
3162,108000157,미아사거리
3163,108000158,수유(강북구청)
3164,108000159,수유(강북구청)
3165,108000160,수유(강북구청)
3166,108000161,수유(강북구청)
3167,108000165,미아(서울사이버대학)
3168,108000382,쌍문
3169,108000383,쌍문
3170,108000172,미아사거리
3171,108000173,미아사거리
3172,108000175,수유(강북구청)
3173,108000178,미아(서울사이버대학)
3174,108000179,미아(서울사이버대학)
3175,108000181,미아사거리
3176,108000182,미아사거리
3177,108000183,미아사거리
3178,108000184,수유(강북구청)
3179,108000185,미아사거리
3180,108000186,미아사거리
3181,108000187,미아사거리
3182,108000188,미아사거리
3183,108000189,미아사거리
3184,108000190,수유(강북구청)
3185,108000375,미아사거리
3186,108000192,미아(서울사이버대학)
3187,108000193,쌍문
3188,108000194,쌍문
3189,108000195,미아(서울사이버대학)
3190,108000196,미아(서울사이버대학)
3191,108000198,미아(서울사이버대학)
3192,108000199,쌍문
3193,108000200,미아사거리
3194,108000203,미아사거리
3195,108000205,미아사거리
3196,108000204,미아사거리
3197,108000364,미아사거리
3198,108000365,미아(서울사이버대학)
3199,108000369,미아사거리
3200,108000367,미아(서울사이버대학)
3201,108000368,미아(서울사이버대학)
3202,108000372,수유(강북구청)
3203,108000371,수유(강북구청)
3204,108000373,미아사거리
3205,108000377,수유(강북구청)
3206,108000376,수유(강북구청)
3207,108900216,쌍문
3208,108900158,미아(서울사이버대학)
3209,108900154,미아(서울사이버대학)
3210,108900153,미아(서울사이버대학)
3211,108900152,미아(서울사이버대학)
3212,108900022,수유(강북구청)
3213,108900151,수유(강북구청)
3214,108900150,쌍문
3215,108900149,미아사거리
3216,108900148,미아(서울사이버대학)
3217,108900187,미아(서울사이버대학)
3218,108900162,미아(서울사이버대학)
3219,108900147,미아(서울사이버대학)
3220,108900146,수유(강북구청)
3221,108900217,수유(강북구청)
3222,108900164,미아사거리
3223,108900156,미아(서울사이버대학)
3224,108900025,미아(서울사이버대학)
3225,108900188,미아(서울사이버대학)
3226,108900145,미아(서울사이버대학)
3227,108900144,미아(서울사이버대학)
3228,108900143,수유(강북구청)
3229,108900142,수유(강북구청)
3230,108900165,미아사거리
3231,108900141,미아(서울사이버대학)
3232,108900140,미아(서울사이버대학)
3233,108900139,미아(서울사이버대학)
3234,108900138,미아(서울사이버대학)
3235,108900137,미아(서울사이버대학)
3236,108900136,수유(강북구청)
3237,108900218,수유(강북구청)
3238,108900135,미아(서울사이버대학)
3239,108900134,미아(서울사이버대학)
3240,108900133,미아사거리
3241,108900132,미아(서울사이버대학)
3242,108900131,미아(서울사이버대학)
3243,108900130,수유(강북구청)
3244,108900219,수유(강북구청)
3245,108900129,수유(강북구청)
3246,108900128,미아(서울사이버대학)
3247,108900174,미아(서울사이버대학)
3248,108900193,미아사거리
3249,108900127,미아(서울사이버대학)
3250,108900126,미아(서울사이버대학)
3251,108900125,수유(강북구청)
3252,108900124,수유(강북구청)
3253,108900123,미아(서울사이버대학)
3254,108900122,미아사거리
3255,108900203,미아(서울사이버대학)
3256,108900220,수유(강북구청)
3257,108900211,수유(강북구청)
3258,108900121,미아(서울사이버대학)
3259,108900120,미아사거리
3260,108900119,미아사거리
3261,108900204,미아(서울사이버대학)
3262,108900118,수유(강북구청)
3263,108900222,수유(강북구청)
3264,108900212,수유(강북구청)
3265,108900172,미아(서울사이버대학)
3266,108900117,미아사거리
3267,108900205,미아(서울사이버대학)
